63876,11262
206748,11262
212301,11262
61344,11262
222759,11262
162984,11262
171702,11262
165717,11262
188700,11262
187962,11262
207096,11262
196311,11262
163101,11262
183468,11262
210876,11262
211524,11262
165684,11262
206772,11262
206964,11262
206418,11262
210234,11262
238032,11262
230028,11262
183213,11262
230010,11262
220713,11262
211407,11262
248682,11262
206799,11262
206670,11262
231057,11262
211740,11262
206448,11262
207084,11262
206433,11262
206637,11262
206625,11262
206673,11262
206349,11262
250749,11262
206838,11262
250275,11262
253506,11262
206988,11262
206928,11262
249216,11262
207144,11262
206406,11262
206811,11262
206484,11262
206763,11262
211641,11262
206412,11262
206514,11262
196302,11262
206856,11262
227616,11262
213114,11262
198552,11262
249486,11262
206367,11262
210897,11262
206646,11262
65640,11262
251643,11262
215112,11262
209073,11262
195372,11262
212442,11262
232029,11262
241824,11262
225501,11262
228753,11262
194409,11262
205122,11262
158016,11262
210846,11262
205728,11262
199860,11262
229521,11262
59703,11262
250629,11262
66378,11262
221151,11262
203889,11262
203502,11262
251085,11262
192771,11262
191247,11262
72117,11262
242232,11262
238827,11262
206955,11262
241389,11262
232404,11262
251967,11262
229536,11262
207618,11262
234093,11262
210393,11262
192942,11262
231708,11262
207240,11262
244680,11262
88821,11262
165750,11262
207396,11262
238263,11262
235932,11262
210840,11262
234156,11262
205959,11262
206850,11262
206439,11262
154167,11262
129135,11262
242151,11262
198882,11262
235335,11262
235458,11262
200508,11262
195507,11262
206496,11262
72930,11262
244041,11262
192300,11262
139272,11262
72045,11262
212448,11262
163044,11262
72645,11262
194883,11262
252081,11262
207339,11262
204375,11262
204780,11262
203871,11262
173667,11262
208572,11262
212571,11262
210690,11262
242412,11262
221526,11262
208524,11262
184710,11262
66879,11262
203295,11262
201564,11262
203706,11262
203301,11262
232269,11262
212211,11262
248205,11262
230286,11262
246963,11262
220728,11262
207330,11262
213513,11262
206847,11262
187707,11262
208053,11262
190152,11262
206868,11262
248202,11262
211386,11262
186378,11262
203724,11262
192618,11262
164970,11262
253683,11262
181746,11262
212478,11262
249207,11262
211533,11262
232035,11262
172503,11262
165786,11262
203328,11262
154119,11262
60864,11262
246618,11262
189009,11262
183576,11262
223968,11262
188637,11262
187875,11262
210678,11262
227115,11262
62817,11262
175809,11262
210633,11262
208545,11262
205188,11262
201837,11262
251721,11262
210129,11262
248178,11262
154821,11262
216948,11262
207219,11262
249513,11262
195723,11262
206748,34092
206748,56714
216108,11262
182292,11262
206361,11262
162795,11262
160029,11262
199854,11262
233970,11262
153138,11262
68496,11262
250947,11262
155388,11262
205731,11262
208500,11262
163578,11262
61824,11262
248373,11262
198573,11262
128526,11262
244278,11262
157398,11262
129204,11262
128334,11262
224169,11262
224841,11262
238218,11262
164457,11262
201741,11262
247983,11262
154098,11262
180495,11262
199479,11262
188787,11262
229737,11262
214194,11262
223071,11262
212283,11262
223968,34092
223968,56714
88920,11262
204657,11262
211524,34092
211524,56714
72918,11262
247962,11262
234972,11262
234018,11262
198279,11262
205722,11262
157416,11262
166437,11262
167256,11262
225276,11262
227292,11262
210234,34092
210234,56714
67764,11262
204411,11262
165717,62074
188700,62074
198855,11262
203727,11262
187221,11262
179790,11262
222669,11262
250653,11262
197286,11262
207597,11262
188100,11262
208554,11262
222204,11262
248292,11262
158658,11262
153600,11262
204771,11262
230028,34092
230028,56714
210876,62074
249297,11262
252774,11262
223554,11262
238032,56714
238032,34092
183666,11262
210171,11262
154032,11262
228729,11262
187659,34092
187659,56714
186177,11262
225699,11262
166995,11262
158742,11262
229977,11262
165684,62074
174513,11262
232614,11262
198552,62074
72108,11262
251169,11262
68676,11262
207243,11262
198981,34092
198981,56714
247029,11262
224631,11262
207600,11262
234864,11262
228438,11262
208503,11262
242571,11262
251631,11262
253671,11262
211965,11262
196722,11262
203271,11262
212112,11262
203256,11262
176403,56714
212220,34092
176403,34092
212220,56714
252210,11262
223782,11262
230073,11262
164007,11262
209796,11262
187806,11262
166002,11262
243408,11262
154827,11262
207222,11262
251121,11262
211812,11262
211989,11262
71301,11262
251619,11262
206481,11262
212748,11262
229812,11262
128763,11262
89013,11262
209622,11262
65052,11262
206439,56714
206439,34092
211407,34092
211407,56714
204774,11262
208209,11262
191247,62074
210627,11262
198882,34092
198882,56714
242151,34092
242151,56714
203811,11262
183387,11262
153048,11262
128604,11262
166128,34092
166128,56714
212220,11262
176403,11262
252696,11262
155055,11262
248202,56714
248202,34092
227310,11262
163251,11262
198945,11262
154542,11262
188604,11262
253557,34092
253557,56714
205815,11262
224526,11262
237840,11262
207222,56714
207222,34092
240912,11262
227670,11262
227973,11262
209094,11262
188196,11262
231459,11262
177474,34092
177474,56714
183492,11262
211476,56714
211476,34092
154098,62074
250362,11262
162603,11262
221331,11262
226140,11262
219048,11262
232614,56714
232614,34092
211236,11262
208566,11262
190152,56714
206868,56714
190152,34092
206868,34092
236226,11262
187734,11262
188730,11262
209994,11262
173613,11262
129081,11262
226623,11262
251253,11262
189045,11262
245154,11262
206304,11262
225501,56714
225501,34092
166128,11262
65577,11262
128334,56714
128334,34092
188685,11262
211950,11262
163251,34092
163251,56714
177474,11262
25743,56714
25743,34092
165750,62074
88821,62074
223518,11262
192159,11262
250434,34092
250434,56714
181101,11262
198981,11262
201741,56714
201741,34092
61344,34092
61344,56714
176577,11262
188331,11262
237804,11262
208788,34092
208788,56714
253557,11262
156024,11262
232269,56714
232269,34092
217494,11262
198801,34092
198801,56714
209799,11262
231876,11262
184698,11262
153642,11262
198792,11262
61692,11262
210168,11262
234093,56714
210393,34092
234093,34092
210393,56714
253191,11262
172419,11262
230178,11262
203274,11262
179700,11262
157185,11262
233091,34092
233091,56714
153999,11262
235932,34092
235932,56714
210840,34092
210840,56714
232068,1370
232068,62376
184104,11262
163377,11262
225480,11262
250434,11262
210978,11262
198855,56714
198855,34092
153279,11262
226662,11262
183213,34092
183213,56714
164337,11262
204144,11262
244092,11262
253335,11262
160029,34092
160029,56714
177921,11262
196845,11262
212892,11262
183450,11262
251967,56714
251967,34092
248301,11262
244173,11262
217293,11262
247548,11262
194883,56714
194883,34092
192627,11262
217380,11262
203439,11262
203259,11262
155337,11262
188604,62376
188604,1370
153756,11262
203736,11262
128604,56714
128604,34092
164661,11262
220728,56714
220728,34092
203820,11262
63876,62074
217002,11262
200364,11262
194883,1370
194883,62376
232035,56714
232035,34092
154803,11262
245631,11262
201798,11262
208872,11262
172587,11262
176643,11262
216822,11262
233091,11262
212442,34092
212442,56714
203151,11262
69060,11262
248373,56714
248373,34092
72930,56714
72930,34092
162795,56714
162795,34092
208788,11262
188961,11262
187659,11262
247956,11262
252480,11262
249579,11262
96444,11262
218061,11262
205905,11262
230286,34092
230286,56714
248301,56714
248301,34092
211947,11262
231057,34092
231057,56714
248013,11262
203829,11262
166599,11262
238068,11262
201564,34092
203301,34092
201564,56714
203706,34092
203295,56714
203301,56714
203295,34092
203706,56714
247986,11262
153402,11262
154740,11262
183921,11262
153048,34092
153048,56714
227292,34092
227292,56714
250749,34092
253506,34092
253506,56714
206928,56714
206838,34092
206928,34092
249216,34092
250749,56714
249216,56714
206838,56714
156225,62074
212430,11262
227295,11262
250275,34092
206988,56714
206988,34092
250275,56714
161058,11262
231663,11262
203796,11262
208341,11262
207084,56714
206448,56714
206448,34092
207084,34092
65640,56714
65640,34092
214998,11262
252405,11262
203511,11262
187221,34092
187221,56714
224931,11262
249513,34092
249513,56714
246150,11262
212301,62074
203700,11262
205959,34092
205959,56714
207927,11262
210690,56714
221526,56714
210690,34092
208572,56714
221526,34092
208572,34092
232029,34092
232029,56714
206625,34092
206637,56714
206637,34092
206433,56714
206433,34092
206625,56714
250653,56714
227310,34092
227310,56714
197286,34092
197286,56714
250653,34092
154041,11262
241824,34092
241824,56714
210897,56714
206367,56714
206367,34092
206646,56714
210897,34092
206646,34092
203214,11262
154869,11262
187224,11262
63876,34092
63876,56714
238218,56714
238218,34092
232404,34092
232404,56714
181593,34092
181593,56714
226140,56714
226140,34092
210120,11262
192618,62074
206748,62074
64365,11262
205815,56714
205815,34092
211476,11262
72045,56714
72045,34092
207600,1370
207600,62376
154770,11262
229473,11262
180195,11262
203829,62376
203829,1370
249930,11262
181593,11262
196455,11262
65640,62074
156225,11262
59700,11262
242439,11262
161208,11262
203724,56714
203724,34092
200508,62074
198801,11262
153867,56714
153867,34092
155043,11262
232068,11262
244278,56714
244278,34092
184509,11262
179790,56714
179790,34092
186327,11262
227115,34092
210678,56714
210678,34092
227115,56714
246054,11262
178068,11262
203166,11262
156225,1370
156225,62376
249294,11262
187806,34092
187806,56714
211740,62074
250629,34092
205728,34092
210846,34092
192771,56714
250629,56714
251085,34092
203502,34092
210846,56714
192771,34092
66378,34092
205122,34092
66378,56714
59703,34092
158016,34092
205728,56714
199860,56714
229521,56714
229521,34092
251085,56714
59703,56714
199860,34092
221151,34092
205122,56714
203889,34092
221151,56714
203889,56714
158016,56714
203502,56714
153867,11262
206673,56714
206673,34092
206349,56714
206349,34092
174195,11262
157224,11262
222759,56714
222759,34092
206670,62074
228024,11262
211473,11262
140277,11262
211947,34092
211947,56714
65313,11262
205812,11262
64218,11262
56871,11262
211236,62376
211236,1370
222906,11262
195507,62074
207105,11262
211524,62074
242412,34092
212571,34092
208524,34092
212571,56714
242412,56714
208524,56714
234120,11262
175293,11262
212448,34092
212448,56714
198573,56714
198573,34092
206670,34092
206670,56714
203301,62074
203706,62074
203295,62074
201564,62074
204771,62376
204771,1370
200508,34092
200508,56714
231708,62074
153279,34092
153279,56714
234156,56714
234156,34092
244287,11262
183492,56714
183492,34092
225501,62074
234864,56714
234864,34092
210234,62074
160770,11262
196311,56714
207096,56714
207096,34092
196311,34092
250782,11262
209154,11262
238263,56714
238263,34092
198573,62376
198573,1370
67158,11262
175878,11262
211965,34092
211965,56714
210045,11262
72930,62376
72930,1370
157185,56714
157185,34092
236226,34092
236226,56714
212211,1370
212211,62376
224169,56714
224169,34092
230028,62074
238032,62074
208872,56714
208872,34092
61899,56714
61899,34092
154476,11262
182292,1370
